date,bank,tipo,buy,sell
2025-08-09,Scotiabank,Dólar (US) Sucursales,58.85,61.7
2025-08-09,Scotiabank,Dólar (US) Canales Digitales*,58.95,61.6
2025-08-09,Banreservas,,59.55,61.55
2025-08-09,Banco Popular,,58.75,61.7
2025-08-09,BHD,,59,61.7
2025-08-09,Banco Caribe,,60.6,61.6
2025-08-09,BDI,,60.6,61.6
2025-08-09,Vimenca,,60.6,61.6
2025-08-09,BLH,,60.5,61.65
2025-08-09,Banesco,,59,61.7
2025-08-09,Ademi,,60.6,61.6
2025-08-09,Quezada,,61.2,61.849999999999994
2025-08-09,Lafise,,59.6,61.6
2025-08-09,Promerica,,60.4,61.7
2025-08-09,Santa Cruz,,60.7,61.7
