date,bank,tipo,buy,sell
2025-11-29,Scotiabank,Dólar (US) Canales Digitales*,61.65,64.05
2025-11-29,Scotiabank,Dólar (US) Sucursales,61.65,64.05
2025-11-29,Banreservas,,61.8,63.8
2025-11-29,BHD,,61.849999999999994,64.05
2025-11-29,Banco Caribe,,62.5,64.05
2025-11-29,BDI,,62.6,64.05
2025-11-29,Vimenca,,62.65,64.05
2025-11-29,BLH,,,
2025-11-29,Banesco,,61.8,64.05
2025-11-29,Ademi,,62.5,64.05
2025-11-29,Quezada,,62.9,64.4
2025-11-29,Lafise,,61.85,64.05
2025-11-29,Promerica,,61.849999999999994,64.05
2025-11-29,Santa Cruz,,62.3,64.05
