date,bank,tipo,buy,sell
2025-05-08,Scotiabank,Dólar (US) Sucursales,57.9,60.85
2025-05-08,Scotiabank,Dólar (US) Canales Digitales*,58.1,60.6
2025-05-08,Banreservas,,58.4,60.25
2025-05-08,Banco Popular,,58.1,60.6
2025-05-08,BHD,,58.1,60.25
2025-05-08,Santa Cruz,,58.25,60.25
2025-05-08,Banco Caribe,,58.4,60.25
2025-05-08,BDI,,58.3,60.2
2025-05-08,Vimenca,,58.3,60.3
2025-05-08,BLH,,58.1,60.3
2025-05-08,Promerica,,58.25,60.5
2025-05-08,Banesco,,58.4,60.5
2025-05-08,Lafise,,58.25,60.6
2025-05-08,Ademi,,58.4,60.5
2025-05-08,Quezada,,58.4,59.2
