date,bank,tipo,buy,sell
2025-04-18,Scotiabank,Dólar (USD) Sucursales,58.55,61.55
2025-04-18,Scotiabank,Dólar (USD) Canales Digitales*,58.85,61.25
2025-04-18,Banreservas,,59.15,61
2025-04-18,Banco Popular,,58.85,61.25
2025-04-18,BHD,,59.1,61.25
2025-04-18,Santa Cruz,,59,61.25
2025-04-18,Banco Caribe,,59,61
2025-04-18,BDI,,58.75,60.75
2025-04-18,Vimenca,,58.849999999999994,61.25
2025-04-18,BLH,,58.5,60.9
2025-04-18,Promerica,,59,61.25
2025-04-18,Banesco,,59,61.3
2025-04-18,Lafise,,59,61.25
2025-04-18,Ademi,,59,61.2
2025-04-18,Quezada,,59,60.5
