date,bank,tipo,buy,sell
2025-11-02,Scotiabank,Dólar (US) Canales Digitales*,62.5,64.6
2025-11-02,Scotiabank,Dólar (US) Sucursales,62.4,64.6
2025-11-02,Banreservas,,62.449999999999996,64.45
2025-11-02,BHD,,62.55,64.6
2025-11-02,Banco Caribe,,63.449999999999996,64.45
2025-11-02,BDI,,63.5,64.55
2025-11-02,Vimenca,,63.3,64.6
2025-11-02,BLH,,,
2025-11-02,Banesco,,62.7,64.6
2025-11-02,Ademi,,63.5,64.55
2025-11-02,Quezada,,63.8,64.7
2025-11-02,Lafise,,62.55,64.55
2025-11-02,Promerica,,62.55,64.55
2025-11-02,Santa Cruz,,63.4,64.6
