date,bank,tipo,buy,sell
2025-04-12,Scotiabank,Dólar (USD) Sucursales,59.9,62.25
2025-04-12,Scotiabank,Dólar (USD) Canales Digitales*,60.05,62
2025-04-12,Banreservas,,60.349999999999994,61.949999999999996
2025-04-12,Banco Popular,,59.95,61.99
2025-04-12,BHD,,60,62
2025-04-12,Santa Cruz,,60,62
2025-04-12,Banco Caribe,,60.25,62.25
2025-04-12,BDI,,60,62
2025-04-12,Vimenca,,60,62
2025-04-12,BLH,,59.8,62
2025-04-12,Promerica,,60.25,62.25
2025-04-12,Banesco,,60,62
2025-04-12,Lafise,,60.25,62.25
2025-04-12,Ademi,,59.949999999999996,61.9
2025-04-12,Quezada,,60,61.3
