date,bank,tipo,buy,sell
2025-10-15,Scotiabank,Dólar (US) Canales Digitales*,61.8,63.7
2025-10-15,Scotiabank,Dólar (US) Sucursales,61.75,63.75
2025-10-15,Banreservas,,61.65,63.65
2025-10-15,BHD,,61.65,63.7
2025-10-15,Banco Caribe,,62.5,63.5
2025-10-15,BDI,,62.6,63.7
2025-10-15,Vimenca,,62.5,63.7
2025-10-15,BLH,,,
2025-10-15,Banesco,,61.7,63.7
2025-10-15,Ademi,,62.5,63.55
2025-10-15,Quezada,,63,63.949999999999996
2025-10-15,Lafise,,61.7,63.7
2025-10-15,Promerica,,61.7,63.7
2025-10-15,Santa Cruz,,62.5,63.7
