date,bank,tipo,buy,sell
2026-02-26,Scotiabank,Dólar (US) Canales Digitales*,58.6,61.4
2026-02-26,Scotiabank,Dólar (US) Sucursales,58.6,61.4
2026-02-26,Banreservas,,59.5,61.5
2026-02-26,Banco Popular,,59,62.25
2026-02-26,BHD,,59.1,61.8
2026-02-26,Banco Caribe,,59.5,61.5
2026-02-26,BDI,,59.2,61.5
2026-02-26,Vimenca,,59,61.5
2026-02-26,BLH,,59,61.5
2026-02-26,Banesco,,59.1,61.8
2026-02-26,Ademi,,59.4,61.4
2026-02-26,Quezada,,59.5,60.949999999999996
2026-02-26,Lafise,,59.2,61.2
2026-02-26,Promerica,,59,61.5
