date,bank,tipo,buy,sell
2025-07-23,Scotiabank,Dólar (US) Sucursales,58.25,61.1
2025-07-23,Scotiabank,Dólar (US) Canales Digitales*,58.35,61
2025-07-23,Banreservas,,58.949999999999996,60.949999999999996
2025-07-23,Banco Popular,,58.05,61
2025-07-23,BHD,,58.2,61
2025-07-23,Banco Caribe,,60,61
2025-07-23,BDI,,60,61
2025-07-23,Vimenca,,60,61
2025-07-23,BLH,,59.7,61
2025-07-23,Banesco,,58.5,61
2025-07-23,Ademi,,59.8,60.949999999999996
2025-07-23,Quezada,,60.6,61.3
2025-07-23,Lafise,,59,61
2025-07-23,Promerica,,58.75,61
2025-07-23,Santa Cruz,,60,61
