date,bank,tipo,buy,sell
2025-05-21,Scotiabank,Dólar (US) Sucursales,58,60.45
2025-05-21,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.35
2025-05-21,Banreservas,,58.4,60.25
2025-05-21,Banco Popular,,58,60.5
2025-05-21,BHD,,58,60.25
2025-05-21,Santa Cruz,,58.5,60.25
2025-05-21,Banco Caribe,,58.25,59.9
2025-05-21,BDI,,58.5,60
2025-05-21,Vimenca,,58.5,60.25
2025-05-21,BLH,,58.2,60.2
2025-05-21,Promerica,,58.25,60.5
2025-05-21,Banesco,,58.4,60.5
2025-05-21,Ademi,,58.5,60.25
2025-05-21,Quezada,,58.6,59.5
