date,bank,tipo,buy,sell
2025-04-07,Scotiabank,Dólar (USD) Sucursales,61.3,63.3
2025-04-07,Scotiabank,Dólar (USD) Canales Digitales*,61.4,63.1
2025-04-07,Banreservas,,61.449999999999996,62.949999999999996
2025-04-07,Banco Popular,,61.1,63.1
2025-04-07,BHD,,61.1,63
2025-04-07,Santa Cruz,,61.5,63.2
2025-04-07,Banco Caribe,,61.2,63
2025-04-07,BDI,,61.2,62.9
2025-04-07,Vimenca,,61.2,63.2
2025-04-07,BLH,,61.2,63.2
2025-04-07,Promerica,,61.5,63.3
2025-04-07,Banesco,,61.2,63.3
2025-04-07,Lafise,,61.2,63.1
2025-04-07,Ademi,,61.5,63.2
2025-04-07,Quezada,,61.5,62.5
