date,bank,tipo,buy,sell
2025-05-29,Scotiabank,Dólar (US) Sucursales,58,60.5
2025-05-29,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.4
2025-05-29,Banreservas,,58.4,60.25
2025-05-29,Banco Popular,,57.85,60.5
2025-05-29,BHD,,57.9,60.25
2025-05-29,Santa Cruz,,58.5,60.25
2025-05-29,Banco Caribe,,58.25,59.9
2025-05-29,BDI,,58.5,60
2025-05-29,Vimenca,,58.5,60.25
2025-05-29,BLH,,58.2,60.2
2025-05-29,Promerica,,58.25,60.5
2025-05-29,Banesco,,58.4,60.5
2025-05-29,Ademi,,58.5,60.25
2025-05-29,Quezada,,58.9,59.5
2025-05-29,Lafise,,58.15,60.5
