date,bank,tipo,buy,sell
2025-11-30,Scotiabank,Dólar (US) Canales Digitales*,61.65,64.05
2025-11-30,Scotiabank,Dólar (US) Sucursales,61.65,64.05
2025-11-30,Banreservas,,61.8,63.8
2025-11-30,BHD,,61.849999999999994,64.05
2025-11-30,Banco Caribe,,62.5,64.05
2025-11-30,BDI,,62.6,64.05
2025-11-30,Vimenca,,62.65,64.05
2025-11-30,BLH,,,
2025-11-30,Banesco,,61.8,64.05
2025-11-30,Ademi,,62.5,64.05
2025-11-30,Quezada,,62.9,64.4
2025-11-30,Lafise,,61.85,64.05
2025-11-30,Promerica,,61.849999999999994,64.05
2025-11-30,Santa Cruz,,62.3,64.05
