date,bank,tipo,buy,sell
2025-08-31,Scotiabank,Dólar (US) Canales Digitales*,60.85,63.5
2025-08-31,Scotiabank,Dólar (US) Sucursales,60.75,63.6
2025-08-31,Banreservas,,61.349999999999994,63.349999999999994
2025-08-31,Banco Popular,,60.5,63.5
2025-08-31,BHD,,60.7,63.5
2025-08-31,Banco Caribe,,62.2,63.2
2025-08-31,BDI,,62.449999999999996,63.449999999999996
2025-08-31,Vimenca,,62.5,63.5
2025-08-31,BLH,,62.2,63.5
2025-08-31,Banesco,,61,63.5
2025-08-31,Ademi,,62.3,63.3
2025-08-31,Quezada,,63,63.75
2025-08-31,Lafise,,61.4,63.4
2025-08-31,Promerica,,61.9,63.4
2025-08-31,Santa Cruz,,62.5,63.5
