date,bank,tipo,buy,sell
2025-05-14,Scotiabank,Dólar (US) Sucursales,57.9,60.85
2025-05-14,Scotiabank,Dólar (US) Canales Digitales*,58.1,60.6
2025-05-14,Banreservas,,58.4,60.25
2025-05-14,Banco Popular,,58,60.5
2025-05-14,BHD,,58,60.25
2025-05-14,Santa Cruz,,58.25,60.25
2025-05-14,Banco Caribe,,58.25,59.9
2025-05-14,BDI,,58.3,59.9
2025-05-14,Vimenca,,58.15,60
2025-05-14,BLH,,58.1,60.1
2025-05-14,Promerica,,58.25,60.5
2025-05-14,Banesco,,58.4,60.5
2025-05-14,Lafise,,58.15,60.5
2025-05-14,Ademi,,58.3,60.25
2025-05-14,Quezada,,58.4,59.1
