date,bank,tipo,buy,sell
2025-05-28,Scotiabank,Dólar (US) Sucursales,58,60.5
2025-05-28,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.4
2025-05-28,Banreservas,,58.4,60.25
2025-05-28,Banco Popular,,57.85,60.5
2025-05-28,BHD,,58,60.25
2025-05-28,Santa Cruz,,58.5,60.25
2025-05-28,Banco Caribe,,58.25,59.9
2025-05-28,BDI,,58.5,60
2025-05-28,Vimenca,,58.5,60.25
2025-05-28,BLH,,58.2,60.2
2025-05-28,Promerica,,58.25,60.5
2025-05-28,Banesco,,58.4,60.5
2025-05-28,Ademi,,58.5,60.25
2025-05-28,Quezada,,58.9,59.5
2025-05-28,Lafise,,58.15,60.5
