date,bank,tipo,buy,sell
2025-04-17,Scotiabank,Dólar (USD) Sucursales,58.55,61.55
2025-04-17,Scotiabank,Dólar (USD) Canales Digitales*,58.85,61.25
2025-04-17,Banreservas,,59.15,61
2025-04-17,Banco Popular,,58.85,61.25
2025-04-17,BHD,,59.1,61.25
2025-04-17,Santa Cruz,,59,61.25
2025-04-17,Banco Caribe,,59,61
2025-04-17,BDI,,59,60.5
2025-04-17,Vimenca,,58.849999999999994,61.25
2025-04-17,BLH,,58.5,60.9
2025-04-17,Promerica,,59,61.25
2025-04-17,Banesco,,59,61.3
2025-04-17,Lafise,,59,60.78
2025-04-17,Ademi,,59,61.2
2025-04-17,Quezada,,59,60.5
