date,bank,tipo,buy,sell
2025-04-21,Scotiabank,Dólar (USD) Sucursales,58.55,61.55
2025-04-21,Scotiabank,Dólar (USD) Canales Digitales*,58.85,61.25
2025-04-21,Banreservas,,59.15,61
2025-04-21,Banco Popular,,58.85,61.25
2025-04-21,BHD,,59.1,61.25
2025-04-21,Santa Cruz,,59,61.25
2025-04-21,Banco Caribe,,59,61
2025-04-21,BDI,,58.7,60.7
2025-04-21,Vimenca,,58.849999999999994,61.25
2025-04-21,BLH,,58.5,60.9
2025-04-21,Promerica,,59,61.25
2025-04-21,Banesco,,58.849999999999994,61.2
2025-04-21,Lafise,,58.85,61.25
2025-04-21,Ademi,,58.55,61
2025-04-21,Quezada,,59,60.25
