date,bank,tipo,buy,sell
2025-09-23,Scotiabank,Dólar (US) Canales Digitales*,60.75,62.65
2025-09-23,Scotiabank,Dólar (US) Sucursales,60.7,62.7
2025-09-23,Banreservas,,60.6,62.6
2025-09-23,Banco Popular,,60.7,62.7
2025-09-23,BHD,,60.9,62.9
2025-09-23,Banco Caribe,,61.4,62.4
2025-09-23,BDI,,61,62.7
2025-09-23,Vimenca,,61,62.8
2025-09-23,BLH,,60.7,62.6
2025-09-23,Banesco,,60.9,62.9
2025-09-23,Ademi,,61,63.2
2025-09-23,Quezada,,61.8,62.7
2025-09-23,Lafise,,60.9,62.9
2025-09-23,Promerica,,60.9,62.9
2025-09-23,Santa Cruz,,61.75,62.9
