date,bank,tipo,buy,sell
2025-04-04,Scotiabank,Dólar (USD) Sucursales,61.3,63.3
2025-04-04,Scotiabank,Dólar (USD) Canales Digitales*,61.4,63.1
2025-04-04,Banreservas,,61.449999999999996,62.949999999999996
2025-04-04,Banco Popular,,61.3,63.35
2025-04-04,BHD,,61.4,63.2
2025-04-04,Santa Cruz,,61.7,63.449999999999996
2025-04-04,Banco Caribe,,61.7,63.2
2025-04-04,BDI,,61.5,63.2
2025-04-04,Vimenca,,61.2,63.2
2025-04-04,BLH,,61.5,63.3
2025-04-04,Promerica,,61.7,63.449999999999996
2025-04-04,Banesco,,61.2,63.3
2025-04-04,Lafise,,61.6,63.3
2025-04-04,Ademi,,61.7,63.3
2025-04-04,Quezada,,61.75,62.75
