date,bank,tipo,buy,sell
2025-08-28,Scotiabank,Dólar (US) Canales Digitales*,60.55,63.2
2025-08-28,Scotiabank,Dólar (US) Sucursales,60.45,63.3
2025-08-28,Banreservas,,61.1,63.1
2025-08-28,Banco Popular,,60.2,63.2
2025-08-28,BHD,,60.4,63.2
2025-08-28,Banco Caribe,,62.1,63.1
2025-08-28,BDI,,62.2,63.2
2025-08-28,Vimenca,,62.2,63.2
2025-08-28,BLH,,61.8,63.25
2025-08-28,Banesco,,61,63.2
2025-08-28,Ademi,,62.25,63.2
2025-08-28,Quezada,,62.8,63.6
2025-08-28,Lafise,,0,0
2025-08-28,Promerica,,61.6,63.1
2025-08-28,Santa Cruz,,62.2,63.2
