date,bank,tipo,buy,sell
2025-04-22,Scotiabank,Dólar (USD) Sucursales,58.55,61.55
2025-04-22,Scotiabank,Dólar (USD) Canales Digitales*,58.85,61.25
2025-04-22,Banreservas,,59.15,61
2025-04-22,Banco Popular,,58.6,61
2025-04-22,BHD,,58.849999999999994,61
2025-04-22,Santa Cruz,,58.75,61
2025-04-22,Banco Caribe,,59,61
2025-04-22,BDI,,58.7,60.7
2025-04-22,Vimenca,,58.849999999999994,61
2025-04-22,BLH,,58.5,60.9
2025-04-22,Promerica,,58.75,61
2025-04-22,Banesco,,58.849999999999994,61
2025-04-22,Lafise,,58.65,61
2025-04-22,Ademi,,58.55,61
2025-04-22,Quezada,,59,60.25
