date,bank,tipo,buy,sell
2025-07-06,Scotiabank,Dólar (US) Sucursales,57.9,60.7
2025-07-06,Scotiabank,Dólar (US) Canales Digitales*,58,60.6
2025-07-06,Banreservas,,58.65,60.5
2025-07-06,Banco Popular,,57.65,60.65
2025-07-06,BHD,,57.849999999999994,60.65
2025-07-06,Banco Caribe,,59.5,60.55
2025-07-06,BDI,,59.25,60.65
2025-07-06,Vimenca,,59.25,60.65
2025-07-06,BLH,,58.6,60.6
2025-07-06,Banesco,,58.4,60.65
2025-07-06,Ademi,,59.3,60.65
2025-07-06,Quezada,,59.9,60.5
2025-07-06,Lafise,,58.65,60.65
2025-07-06,Promerica,,58.4,60.65
2025-07-06,Santa Cruz,,59.5,60.6
