date,bank,tipo,buy,sell
2025-09-11,Scotiabank,Dólar (US) Canales Digitales*,62.1,63.9
2025-09-11,Scotiabank,Dólar (US) Sucursales,62,64
2025-09-11,Banreservas,,61.7,63.7
2025-09-11,Banco Popular,,60.95,63.8
2025-09-11,BHD,,61,63.8
2025-09-11,Banco Caribe,,61.7,63.7
2025-09-11,BDI,,62.5,63.949999999999996
2025-09-11,Vimenca,,62,63.8
2025-09-11,BLH,,62.5,63.9
2025-09-11,Banesco,,61.2,63.9
2025-09-11,Ademi,,62.5,63.9
2025-09-11,Quezada,,62.5,63.75
2025-09-11,Lafise,,61.9,63.9
2025-09-11,Promerica,,62.25,63.9
2025-09-11,Santa Cruz,,62.5,63.8
