date,bank,tipo,buy,sell
2025-12-01,Scotiabank,Dólar (US) Canales Digitales*,61.65,64.05
2025-12-01,Scotiabank,Dólar (US) Sucursales,61.65,64.05
2025-12-01,Banreservas,,61.8,63.8
2025-12-01,BHD,,61.849999999999994,64.05
2025-12-01,Banco Caribe,,62.5,64.05
2025-12-01,BDI,,62.6,64.05
2025-12-01,Vimenca,,62.65,64.05
2025-12-01,BLH,,,
2025-12-01,Banesco,,61.8,64.05
2025-12-01,Ademi,,62.5,64.05
2025-12-01,Quezada,,63,64.4
2025-12-01,Lafise,,61.85,64.05
2025-12-01,Promerica,,61.849999999999994,64.05
2025-12-01,Santa Cruz,,62.3,64.05
