date,time,entidad,compra,venta
2025-01-26,2025-01-26T13:18:24Z,Agente de Cambio La Nacional,61,
2025-01-26,2025-01-26T13:18:24Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-26,2025-01-26T13:18:24Z,Banreservas,60.15,61.65
2025-01-26,2025-01-26T13:18:24Z,Girosol,61,61.7
2025-01-26,2025-01-26T13:18:24Z,Banco Lafise,60.2,61.7
2025-01-26,2025-01-26T13:18:24Z,Scotiabank Cambio online,59.949999999999996,61.7
2025-01-26,2025-01-26T13:18:24Z,Alaver,60.7,61.7
2025-01-26,2025-01-26T13:18:24Z,Bonanza Banco,60.7,61.7
2025-01-26,2025-01-26T13:18:24Z,Banco Popular,59.949999999999996,61.7
2025-01-26,2025-01-26T13:18:24Z,Banco Caribe,60.7,61.7
2025-01-26,2025-01-26T13:18:24Z,Asociación Cibao de Ahorros y Préstamos,60.75,61.75
2025-01-26,2025-01-26T13:18:24Z,Scotiabank,59.8,61.75
2025-01-26,2025-01-26T13:18:24Z,Asociación La Nacional de Ahorros y Préstamos,60.75,61.75
2025-01-26,2025-01-26T13:18:24Z,Motor Crédito,60.8,61.75
2025-01-26,2025-01-26T13:18:24Z,Banesco,60.1,61.75
2025-01-26,2025-01-26T13:18:24Z,Asociación Popular de Ahorros y Préstamos,60,61.75
2025-01-26,2025-01-26T13:18:24Z,SCT,61.1,61.8
2025-01-26,2025-01-26T13:18:24Z,Taveras,61.4,61.849999999999994
2025-01-26,2025-01-26T13:18:24Z,Cambio Extranjero,61.1,61.89
2025-01-26,2025-01-26T13:18:24Z,Gamelin,61.4,61.949999999999996
2025-01-26,2025-01-26T13:18:24Z,Capla,61.5,62
2025-01-26,2025-01-26T13:18:24Z,RM,61.5,62
2025-01-26,2025-01-26T13:18:24Z,Panora Exchange,61.3,62
2025-01-26,2025-01-26T13:18:24Z,Moneycorps,61.55,62
