date,time,entidad,compra,venta
2025-02-20,2025-02-20T13:24:38Z,Capla,62.3,
2025-02-20,2025-02-20T13:24:38Z,Agente de Cambio La Nacional,62,
2025-02-20,2025-02-20T13:24:38Z,Banreservas,60.7,62.2
2025-02-20,2025-02-20T13:24:38Z,Asociación La Nacional de Ahorros y Préstamos,61.25,62.25
2025-02-20,2025-02-20T13:24:38Z,Motor Crédito,61.25,62.25
2025-02-20,2025-02-20T13:24:38Z,Asociación Peravia de Ahorros y Préstamos,61.2,62.25
2025-02-20,2025-02-20T13:24:38Z,Scotiabank Cambio online,60.55,62.3
2025-02-20,2025-02-20T13:24:38Z,Banco Lafise,60.8,62.3
2025-02-20,2025-02-20T13:24:38Z,Alaver,61.3,62.3
2025-02-20,2025-02-20T13:24:38Z,Banesco,60.4,62.3
2025-02-20,2025-02-20T13:24:38Z,Asociación Popular de Ahorros y Préstamos,60.6,62.3
2025-02-20,2025-02-20T13:24:38Z,Banco Popular,60.55,62.3
2025-02-20,2025-02-20T13:24:38Z,Asociación Cibao de Ahorros y Préstamos,61.349999999999994,62.349999999999994
2025-02-20,2025-02-20T13:24:38Z,Scotiabank,60.4,62.349999999999994
2025-02-20,2025-02-20T13:24:38Z,Girosol,61.8,62.4
2025-02-20,2025-02-20T13:24:38Z,SCT,61.8,62.4
2025-02-20,2025-02-20T13:24:38Z,Bonanza Banco,61.25,62.5
2025-02-20,2025-02-20T13:24:38Z,Gamelin,62,62.6
2025-02-20,2025-02-20T13:24:38Z,Moneycorps,62.3,62.7
2025-02-20,2025-02-20T13:24:38Z,Cambio Extranjero,62,62.75
2025-02-20,2025-02-20T13:24:38Z,Panora Exchange,62.349999999999994,62.75
2025-02-20,2025-02-20T13:24:38Z,Taveras,62.349999999999994,62.75
2025-02-20,2025-02-20T13:24:38Z,RM,62.349999999999994,62.75
