date,time,entidad,compra,venta
2025-01-23,2025-01-23T13:22:48Z,Agente de Cambio La Nacional,61,
2025-01-23,2025-01-23T13:22:48Z,Motor Crédito,60.75,61.6
2025-01-23,2025-01-23T13:22:48Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-23,2025-01-23T13:22:48Z,Banreservas,60.15,61.65
2025-01-23,2025-01-23T13:22:48Z,Girosol,61,61.7
2025-01-23,2025-01-23T13:22:48Z,Gamelin,61.1,61.7
2025-01-23,2025-01-23T13:22:48Z,Asociación Cibao de Ahorros y Préstamos,60.7,61.7
2025-01-23,2025-01-23T13:22:48Z,Banco Lafise,60.2,61.7
2025-01-23,2025-01-23T13:22:48Z,Scotiabank Cambio online,59.949999999999996,61.7
2025-01-23,2025-01-23T13:22:48Z,Alaver,60.7,61.7
2025-01-23,2025-01-23T13:22:48Z,Asociación La Nacional de Ahorros y Préstamos,60.7,61.7
2025-01-23,2025-01-23T13:22:48Z,Banesco,60,61.7
2025-01-23,2025-01-23T13:22:48Z,Bonanza Banco,60.7,61.7
2025-01-23,2025-01-23T13:22:48Z,Banco Popular,59.949999999999996,61.7
2025-01-23,2025-01-23T13:22:48Z,Banco Caribe,60.7,61.7
2025-01-23,2025-01-23T13:22:48Z,Asociación Popular de Ahorros y Préstamos,60,61.7
2025-01-23,2025-01-23T13:22:48Z,Scotiabank,59.8,61.75
2025-01-23,2025-01-23T13:22:48Z,Taveras,61.3,61.8
2025-01-23,2025-01-23T13:22:48Z,SCT,61.1,61.8
2025-01-23,2025-01-23T13:22:48Z,RM,61.3,61.8
2025-01-23,2025-01-23T13:22:48Z,Cambio Extranjero,61.1,61.89
2025-01-23,2025-01-23T13:22:48Z,Moneycorps,61.449999999999996,61.949999999999996
2025-01-23,2025-01-23T13:22:48Z,Panora Exchange,61.3,62
2025-01-23,2025-01-23T13:22:48Z,Capla,61.4,62
