date,time,entidad,compra,venta
2025-01-17,2025-01-17T13:21:02Z,Agente de Cambio La Nacional,61,
2025-01-17,2025-01-17T13:21:02Z,Taveras,61.15,61.6
2025-01-17,2025-01-17T13:21:02Z,Banreservas,60.1,61.6
2025-01-17,2025-01-17T13:21:02Z,Scotiabank Cambio online,59.849999999999994,61.6
2025-01-17,2025-01-17T13:21:02Z,Motor Crédito,60.75,61.6
2025-01-17,2025-01-17T13:21:02Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-17,2025-01-17T13:21:02Z,Asociación Cibao de Ahorros y Préstamos,60.65,61.65
2025-01-17,2025-01-17T13:21:02Z,Banco Lafise,60.15,61.65
2025-01-17,2025-01-17T13:21:02Z,Scotiabank,59.7,61.65
2025-01-17,2025-01-17T13:21:02Z,Alaver,60.65,61.65
2025-01-17,2025-01-17T13:21:02Z,Asociación La Nacional de Ahorros y Préstamos,60.65,61.65
2025-01-17,2025-01-17T13:21:02Z,Banesco,59.849999999999994,61.65
2025-01-17,2025-01-17T13:21:02Z,Banco Caribe,60.65,61.65
2025-01-17,2025-01-17T13:21:02Z,Banco Popular,59.9,61.65
2025-01-17,2025-01-17T13:21:02Z,Asociación Popular de Ahorros y Préstamos,60,61.65
2025-01-17,2025-01-17T13:21:02Z,Cambio Extranjero,60.9,61.690000000000005
2025-01-17,2025-01-17T13:21:02Z,Panora Exchange,61.2,61.7
2025-01-17,2025-01-17T13:21:02Z,Girosol,61,61.7
2025-01-17,2025-01-17T13:21:02Z,Gamelin,61.1,61.7
2025-01-17,2025-01-17T13:21:02Z,Bonanza Banco,60.7,61.7
2025-01-17,2025-01-17T13:21:02Z,Capla,61.2,61.8
2025-01-17,2025-01-17T13:21:02Z,RM,61.3,61.8
2025-01-17,2025-01-17T13:21:02Z,SCT,61.1,61.8
2025-01-17,2025-01-17T13:21:02Z,Moneycorps,61.3,61.849999999999994
