date,time,entidad,compra,venta
2025-01-28,2025-01-28T13:21:48Z,Agente de Cambio La Nacional,61.25,
2025-01-28,2025-01-28T13:21:48Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-28,2025-01-28T13:21:48Z,Bonanza Banco,60.7,61.7
2025-01-28,2025-01-28T13:21:48Z,Banco Caribe,60.75,61.75
2025-01-28,2025-01-28T13:21:48Z,Banreservas,60.25,61.75
2025-01-28,2025-01-28T13:21:48Z,Scotiabank Cambio online,60,61.75
2025-01-28,2025-01-28T13:21:48Z,Alaver,60.75,61.75
2025-01-28,2025-01-28T13:21:48Z,Motor Crédito,60.8,61.75
2025-01-28,2025-01-28T13:21:48Z,Girosol,61.1,61.8
2025-01-28,2025-01-28T13:21:48Z,SCT,61.1,61.8
2025-01-28,2025-01-28T13:21:48Z,Asociación Cibao de Ahorros y Préstamos,60.8,61.8
2025-01-28,2025-01-28T13:21:48Z,Scotiabank,59.849999999999994,61.8
2025-01-28,2025-01-28T13:21:48Z,Asociación La Nacional de Ahorros y Préstamos,60.8,61.8
2025-01-28,2025-01-28T13:21:48Z,Banco Lafise,60.3,61.8
2025-01-28,2025-01-28T13:21:48Z,Banesco,60.1,61.8
2025-01-28,2025-01-28T13:21:48Z,Banco Popular,60.05,61.8
2025-01-28,2025-01-28T13:21:48Z,Asociación Popular de Ahorros y Préstamos,60.05,61.8
2025-01-28,2025-01-28T13:21:48Z,Cambio Extranjero,61.1,62
2025-01-28,2025-01-28T13:21:48Z,RM,61.5,62
2025-01-28,2025-01-28T13:21:48Z,Panora Exchange,61.5,62
2025-01-28,2025-01-28T13:21:48Z,Gamelin,61.5,62.05
2025-01-28,2025-01-28T13:21:48Z,Moneycorps,61.620000000000005,62.08
2025-01-28,2025-01-28T13:21:48Z,Capla,61.6,62.1
2025-01-28,2025-01-28T13:21:48Z,Taveras,61.6,62.1
