date,time,entidad,compra,venta
2025-01-22,2025-01-22T13:22:46Z,Agente de Cambio La Nacional,61,
2025-01-22,2025-01-22T13:22:46Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-22,2025-01-22T13:22:46Z,Motor Crédito,60.75,61.6
2025-01-22,2025-01-22T13:22:46Z,Banreservas,60.15,61.65
2025-01-22,2025-01-22T13:22:46Z,Scotiabank Cambio online,59.9,61.65
2025-01-22,2025-01-22T13:22:46Z,Alaver,60.65,61.65
2025-01-22,2025-01-22T13:22:46Z,Banco Caribe,60.65,61.65
2025-01-22,2025-01-22T13:22:46Z,Asociación Popular de Ahorros y Préstamos,60,61.65
2025-01-22,2025-01-22T13:22:46Z,Girosol,61,61.7
2025-01-22,2025-01-22T13:22:46Z,Gamelin,61.1,61.7
2025-01-22,2025-01-22T13:22:46Z,Asociación Cibao de Ahorros y Préstamos,60.7,61.7
2025-01-22,2025-01-22T13:22:46Z,Banco Lafise,60.2,61.7
2025-01-22,2025-01-22T13:22:46Z,Scotiabank,59.75,61.7
2025-01-22,2025-01-22T13:22:46Z,Asociación La Nacional de Ahorros y Préstamos,60.7,61.7
2025-01-22,2025-01-22T13:22:46Z,Banesco,60,61.7
2025-01-22,2025-01-22T13:22:46Z,Bonanza Banco,60.7,61.7
2025-01-22,2025-01-22T13:22:46Z,Banco Popular,59.949999999999996,61.7
2025-01-22,2025-01-22T13:22:46Z,Cambio Extranjero,61,61.790000000000006
2025-01-22,2025-01-22T13:22:46Z,Panora Exchange,61.3,61.8
2025-01-22,2025-01-22T13:22:46Z,RM,61.3,61.8
2025-01-22,2025-01-22T13:22:46Z,Taveras,61.3,61.8
2025-01-22,2025-01-22T13:22:46Z,SCT,61.1,61.8
2025-01-22,2025-01-22T13:22:46Z,Moneycorps,61.349999999999994,61.849999999999994
2025-01-22,2025-01-22T13:22:46Z,Capla,61.3,61.9
