date,time,entidad,compra,venta
2025-01-29,2025-01-29T13:22:55Z,Agente de Cambio La Nacional,61.25,
2025-01-29,2025-01-29T13:22:55Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-29,2025-01-29T13:22:55Z,Bonanza Banco,60.7,61.7
2025-01-29,2025-01-29T13:22:55Z,Banreservas,60.25,61.75
2025-01-29,2025-01-29T13:22:55Z,Scotiabank Cambio online,60,61.75
2025-01-29,2025-01-29T13:22:55Z,Alaver,60.75,61.75
2025-01-29,2025-01-29T13:22:55Z,Motor Crédito,60.8,61.75
2025-01-29,2025-01-29T13:22:55Z,Banco Caribe,60.8,61.8
2025-01-29,2025-01-29T13:22:55Z,SCT,61.1,61.8
2025-01-29,2025-01-29T13:22:55Z,Girosol,61.1,61.8
2025-01-29,2025-01-29T13:22:55Z,Scotiabank,59.849999999999994,61.8
2025-01-29,2025-01-29T13:22:55Z,Asociación La Nacional de Ahorros y Préstamos,60.8,61.8
2025-01-29,2025-01-29T13:22:55Z,Banco Lafise,60.3,61.8
2025-01-29,2025-01-29T13:22:55Z,Asociación Cibao de Ahorros y Préstamos,60.849999999999994,61.849999999999994
2025-01-29,2025-01-29T13:22:55Z,Banesco,60.1,61.849999999999994
2025-01-29,2025-01-29T13:22:55Z,Banco Popular,60.1,61.849999999999994
2025-01-29,2025-01-29T13:22:55Z,Asociación Popular de Ahorros y Préstamos,60.05,61.849999999999994
2025-01-29,2025-01-29T13:22:55Z,Panora Exchange,61.5,62
2025-01-29,2025-01-29T13:22:55Z,RM,61.5,62
2025-01-29,2025-01-29T13:22:55Z,Cambio Extranjero,61.1,62
2025-01-29,2025-01-29T13:22:55Z,Gamelin,61.5,62.05
2025-01-29,2025-01-29T13:22:55Z,Moneycorps,61.65,62.08
2025-01-29,2025-01-29T13:22:55Z,Capla,61.6,62.1
2025-01-29,2025-01-29T13:22:55Z,Taveras,61.6,62.1
