date,time,entidad,compra,venta
2025-01-20,2025-01-20T13:23:22Z,Agente de Cambio La Nacional,61,
2025-01-20,2025-01-20T13:23:22Z,Taveras,61.15,61.6
2025-01-20,2025-01-20T13:23:22Z,Banreservas,60.1,61.6
2025-01-20,2025-01-20T13:23:22Z,Motor Crédito,60.75,61.6
2025-01-20,2025-01-20T13:23:22Z,Asociación Peravia de Ahorros y Préstamos,60.6,61.6
2025-01-20,2025-01-20T13:23:22Z,Asociación Cibao de Ahorros y Préstamos,60.65,61.65
2025-01-20,2025-01-20T13:23:22Z,Banco Lafise,60.15,61.65
2025-01-20,2025-01-20T13:23:22Z,Scotiabank Cambio online,59.9,61.65
2025-01-20,2025-01-20T13:23:22Z,Alaver,60.65,61.65
2025-01-20,2025-01-20T13:23:22Z,Banesco,59.849999999999994,61.65
2025-01-20,2025-01-20T13:23:22Z,Asociación La Nacional de Ahorros y Préstamos,60.65,61.65
2025-01-20,2025-01-20T13:23:22Z,Banco Popular,59.9,61.65
2025-01-20,2025-01-20T13:23:22Z,Banco Caribe,60.65,61.65
2025-01-20,2025-01-20T13:23:22Z,Asociación Popular de Ahorros y Préstamos,60,61.65
2025-01-20,2025-01-20T13:23:22Z,Panora Exchange,61.2,61.7
2025-01-20,2025-01-20T13:23:22Z,Girosol,61,61.7
2025-01-20,2025-01-20T13:23:22Z,Gamelin,61.1,61.7
2025-01-20,2025-01-20T13:23:22Z,Scotiabank,59.75,61.7
2025-01-20,2025-01-20T13:23:22Z,Bonanza Banco,60.7,61.7
2025-01-20,2025-01-20T13:23:22Z,Cambio Extranjero,61,61.790000000000006
2025-01-20,2025-01-20T13:23:22Z,Capla,61.2,61.8
2025-01-20,2025-01-20T13:23:22Z,RM,61.3,61.8
2025-01-20,2025-01-20T13:23:22Z,SCT,61.1,61.8
2025-01-20,2025-01-20T13:23:22Z,Moneycorps,61.3,61.8
