date,time,entidad,compra,venta
2025-02-06,2025-02-06T13:23:29Z,Agente de Cambio La Nacional,61.5,
2025-02-06,2025-02-06T13:23:29Z,Asociación Peravia de Ahorros y Préstamos,60.9,61.949999999999996
2025-02-06,2025-02-06T13:23:29Z,Motor Crédito,61,62
2025-02-06,2025-02-06T13:23:29Z,Gamelin,61.5,62.05
2025-02-06,2025-02-06T13:23:29Z,Banreservas,60.55,62.05
2025-02-06,2025-02-06T13:23:29Z,Girosol,61.4,62.1
2025-02-06,2025-02-06T13:23:29Z,Banco Lafise,60.6,62.1
2025-02-06,2025-02-06T13:23:29Z,Scotiabank Cambio online,60.349999999999994,62.1
2025-02-06,2025-02-06T13:23:29Z,Alaver,61.05,62.1
2025-02-06,2025-02-06T13:23:29Z,Asociación La Nacional de Ahorros y Préstamos,61.1,62.1
2025-02-06,2025-02-06T13:23:29Z,Bonanza Banco,61.3,62.1
2025-02-06,2025-02-06T13:23:29Z,Banesco,60.25,62.1
2025-02-06,2025-02-06T13:23:29Z,Banco Popular,60.349999999999994,62.1
2025-02-06,2025-02-06T13:23:29Z,Banco Caribe,61.1,62.1
2025-02-06,2025-02-06T13:23:29Z,Asociación Popular de Ahorros y Préstamos,60.25,62.1
2025-02-06,2025-02-06T13:23:29Z,Asociación Cibao de Ahorros y Préstamos,61.15,62.15
2025-02-06,2025-02-06T13:23:29Z,Scotiabank,60.2,62.15
2025-02-06,2025-02-06T13:23:29Z,Cambio Extranjero,61.3,62.24
2025-02-06,2025-02-06T13:23:29Z,Taveras,61.949999999999996,62.349999999999994
2025-02-06,2025-02-06T13:23:29Z,Panora Exchange,61.949999999999996,62.349999999999994
2025-02-06,2025-02-06T13:23:29Z,Moneycorps,62.05,62.379999999999995
2025-02-06,2025-02-06T13:23:29Z,SCT,61.8,62.4
2025-02-06,2025-02-06T13:23:29Z,RM,62.15,62.6
2025-02-06,2025-02-06T13:23:29Z,Capla,62.1,62.6
