date,time,entidad,compra,venta
2025-02-10,2025-02-10T13:24:04Z,Capla,62.25,
2025-02-10,2025-02-10T13:24:04Z,Agente de Cambio La Nacional,61.8,
2025-02-10,2025-02-10T13:24:04Z,Asociación Peravia de Ahorros y Préstamos,60.9,61.949999999999996
2025-02-10,2025-02-10T13:24:04Z,Banreservas,60.55,62.05
2025-02-10,2025-02-10T13:24:04Z,Banco Caribe,61.1,62.1
2025-02-10,2025-02-10T13:24:04Z,Motor Crédito,61.2,62.1
2025-02-10,2025-02-10T13:24:04Z,Alaver,61.15,62.15
2025-02-10,2025-02-10T13:24:04Z,Banco Lafise,60.7,62.2
2025-02-10,2025-02-10T13:24:04Z,Scotiabank Cambio online,60.449999999999996,62.2
2025-02-10,2025-02-10T13:24:04Z,Asociación La Nacional de Ahorros y Préstamos,61.2,62.2
2025-02-10,2025-02-10T13:24:04Z,Bonanza Banco,61.3,62.2
2025-02-10,2025-02-10T13:24:04Z,Banesco,60.3,62.2
2025-02-10,2025-02-10T13:24:04Z,Banco Popular,60.449999999999996,62.2
2025-02-10,2025-02-10T13:24:04Z,Asociación Popular de Ahorros y Préstamos,60.5,62.2
2025-02-10,2025-02-10T13:24:04Z,Asociación Cibao de Ahorros y Préstamos,61.25,62.25
2025-02-10,2025-02-10T13:24:04Z,Scotiabank,60.3,62.25
2025-02-10,2025-02-10T13:24:04Z,Girosol,61.8,62.3
2025-02-10,2025-02-10T13:24:04Z,Taveras,61.949999999999996,62.349999999999994
2025-02-10,2025-02-10T13:24:04Z,SCT,61.8,62.4
2025-02-10,2025-02-10T13:24:04Z,Cambio Extranjero,61.6,62.59
2025-02-10,2025-02-10T13:24:04Z,Panora Exchange,62.05,62.6
2025-02-10,2025-02-10T13:24:04Z,RM,62.15,62.6
2025-02-10,2025-02-10T13:24:04Z,Gamelin,62,62.6
2025-02-10,2025-02-10T13:24:04Z,Moneycorps,62.28,62.7
